tahun,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2012,36,2,15,153,7,153,O3,3,DKI2
2013,75,4,27,135,10,135,O3,3,DKI2
2013,35,4,26,192,8,192,O3,3,DKI2
2013,61,5,36,195,9,195,O3,3,DKI2
2013,39,4,13,210,10,210,O3,4,DKI2
2013,53,5,14,111,8,111,O3,3,DKI2
2013,32,3,20,150,9,150,O3,3,DKI2
2013,28,4,14,170,11,170,O3,3,DKI2
2013,33,2,25,31,6,33,PM10,1,DKI4
2013,21,2,18,92,7,92,O3,2,DKI2
2013,24,4,16,76,6,76,O3,2,DKI2
2013,39,5,15,53,5,53,O3,2,DKI2
2013,38,7,16,140,6,140,O3,3,DKI2
2013,37,3,37,154,11,154,O3,3,DKI2
2013,49,4,26,171,13,171,O3,3,DKI2
2013,53,3,40,154,22,154,O3,3,DKI2
2013,54,6,37,159,20,159,O3,3,DKI2
2013,59,8,42,186,18,186,O3,3,DKI2
2013,49,3,37,202,27,202,O3,4,DKI2
2013,84,7,78,110,33,110,O3,3,DKI2
2013,39,3,17,152,11,152,O3,3,DKI2
2013,55,6,23,170,12,170,O3,3,DKI2
2013,61,6,29,195,14,195,O3,3,DKI2
2013,57,9,50,139,15,139,O3,3,DKI2
2013,40,5,28,135,10,135,O3,3,DKI2
2013,51,8,34,155,15,155,O3,3,DKI2
2013,62,9,50,144,15,144,O3,3,DKI2
2013,52,5,25,122,11,122,O3,3,DKI2
2013,41,5,29,195,14,195,O3,3,DKI2
2013,69,7,44,184,15,184,O3,3,DKI2
2013,55,5,29,151,14,151,O3,3,DKI2
2013,74,9,36,195,20,195,O3,3,DKI2
2013,69,19,35,158,16,158,O3,3,DKI2
2013,82,6,28,209,16,209,O3,4,DKI2
2013,69,21,63,135,22,135,O3,3,DKI2
2013,87,14,55,128,25,128,O3,3,DKI3
2013,59,9,37,158,21,158,O3,3,DKI3
2013,52,7,28,151,14,151,O3,3,DKI2
2013,59,9,57,213,21,213,O3,4,DKI2
2013,65,12,33,205,22,205,O3,4,DKI2
2013,70,7,34,180,30,180,O3,3,DKI2
2013,65,20,38,185,19,185,O3,3,DKI2
2013,72,21,50,164,23,164,O3,3,DKI2
2013,70,17,35,158,20,158,O3,3,DKI2
2013,51,10,31,213,19,213,O3,4,DKI2
2013,69,16,38,224,21,224,O3,4,DKI2
2013,59,11,34,196,17,196,O3,3,DKI2
2013,49,7,21,174,11,174,O3,3,DKI2
2013,33,5,20,134,10,134,O3,3,DKI2
2013,45,8,33,153,15,153,O3,3,DKI2
2013,44,7,32,104,14,104,O3,3,DKI2
2013,58,8,42,145,13,145,O3,3,DKI2
2013,54,7,44,152,19,152,O3,3,DKI2
2013,50,6,25,64,11,64,O3,2,DKI2
2013,49,5,25,168,12,168,O3,3,DKI2
2013,59,5,50,217,13,217,O3,4,DKI2
2013,52,6,24,134,15,134,O3,3,DKI2
2013,57,5,31,213,14,213,O3,4,DKI2
2013,53,5,33,230,17,230,O3,4,DKI2
2013,47,6,21,185,7,185,O3,3,DKI2
2013,48,8,24,125,14,125,O3,3,DKI2
2013,54,7,26,216,12,216,O3,4,DKI2
2013,63,7,33,217,14,217,O3,4,DKI2
2013,46,5,26,217,14,217,O3,4,DKI2
2013,44,5,38,132,16,132,O3,3,DKI2
2013,103,17,80,99,35,103,PM10,3,DKI1
2013,87,20,90,166,30,166,O3,3,DKI2
2013,64,12,34,183,17,183,O3,3,DKI2
2013,64,12,48,213,15,213,O3,4,DKI2
2013,58,7,22,170,8,170,O3,3,DKI2
2013,51,7,20,172,16,172,O3,3,DKI2
2013,75,32,30,187,37,187,O3,3,DKI2
2013,58,9,33,204,16,204,O3,4,DKI2
2013,64,25,17,207,19,207,O3,4,DKI2
2013,82,15,38,205,19,205,O3,4,DKI2
2013,67,13,29,210,18,210,O3,4,DKI2
2013,58,12,33,212,13,212,O3,4,DKI2
2013,61,11,30,176,15,176,O3,3,DKI2
2013,69,36,37,206,21,206,O3,4,DKI2
2013,68,14,36,217,20,217,O3,4,DKI2
2013,62,12,35,178,19,178,O3,3,DKI2
2013,76,13,42,204,21,204,O3,4,DKI2
2013,76,19,37,168,14,168,O3,3,DKI2
2013,53,15,33,198,18,198,O3,3,DKI2
2013,59,15,18,197,19,197,O3,3,DKI2
2013,81,19,44,198,21,198,O3,3,DKI2
2013,80,16,37,187,23,187,O3,3,DKI2
2013,96,17,68,213,28,213,O3,4,DKI5
2013,79,13,37,276,19,276,O3,4,DKI2
2013,61,18,23,263,18,263,O3,4,DKI2
2013,54,10,23,267,12,267,O3,4,DKI2
2013,56,14,40,268,22,268,O3,4,DKI2
2013,67,17,40,92,23,92,O3,2,DKI3
2013,71,17,43,151,27,151,O3,3,DKI4
2013,65,13,35,144,17,144,O3,3,DKI4
2013,56,15,38,66,16,66,O3,2,DKI4
2013,51,20,23,132,16,132,O3,3,DKI4
2013,70,9,23,63,15,70,PM10,2,DKI2
2013,56,25,42,167,25,167,O3,3,DKI5
2013,56,10,37,167,23,167,O3,3,DKI5
2013,63,14,28,99,19,99,O3,2,DKI3
2013,78,14,33,93,20,93,O3,2,DKI4
2013,63,14,33,54,21,63,PM10,2,DKI4
2013,58,8,22,38,16,58,PM10,2,DKI2
2013,114,6,15,60,15,114,PM10,3,DKI2
2013,107,6,22,93,10,107,PM10,3,DKI2
2013,62,13,30,90,22,90,O3,2,DKI4
2013,69,15,37,125,32,125,O3,3,DKI3
2013,49,8,31,121,22,121,O3,3,DKI1
2013,60,16,46,133,22,133,O3,3,DKI5
2013,67,22,34,128,20,128,O3,3,DKI5
2013,75,10,37,120,19,120,O3,3,DKI4
2013,56,16,32,71,12,71,O3,2,DKI4
2013,73,18,54,77,20,77,O3,2,DKI1
2013,71,20,33,66,16,71,PM10,2,DKI5
2013,82,14,43,140,14,140,O3,3,DKI5
2013,77,20,58,99,24,99,O3,2,DKI4
2013,68,16,26,75,11,75,O3,2,DKI4
2013,72,15,26,60,13,72,PM10,2,DKI4
2013,67,23,18,60,14,67,PM10,2,DKI4
2013,71,19,15,68,13,71,PM10,2,DKI4
2013,71,11,18,74,12,74,O3,2,DKI4
2013,56,12,33,83,19,83,O3,2,DKI5
2013,71,18,27,72,13,72,O3,2,DKI3
2013,78,24,21,94,12,94,O3,2,DKI3
2013,76,17,20,69,13,76,PM10,2,DKI4
2013,89,18,36,113,18,113,O3,3,DKI4
2013,89,12,32,79,16,89,PM10,2,DKI4
2013,58,10,31,71,17,71,O3,2,DKI4
2013,67,18,28,77,17,77,O3,2,DKI4
2013,74,13,32,117,25,117,O3,3,DKI5
2013,68,48,32,110,19,110,O3,3,DKI3
2013,57,11,32,110,18,110,O3,3,DKI4
2013,69,16,37,47,19,69,PM10,2,DKI4
2013,90,17,54,93,27,93,O3,2,DKI5
2013,82,19,40,56,28,82,PM10,2,DKI4
2013,69,14,35,64,28,69,PM10,2,DKI4
2013,87,27,30,77,18,87,PM10,2,DKI4
2013,68,27,36,135,21,135,O3,3,DKI4
2013,77,18,31,133,28,133,O3,3,DKI4
2013,54,14,34,154,28,154,O3,3,DKI5
2013,81,19,32,127,24,127,O3,3,DKI5
2013,88,36,62,58,16,88,PM10,2,DKI5
2013,68,39,53,149,24,149,O3,3,DKI5
2013,63,22,30,119,24,119,O3,3,DKI5
2013,77,13,24,99,25,99,O3,2,DKI4
2013,63,17,26,103,17,103,O3,3,DKI4
2013,88,20,32,90,23,90,O3,2,DKI3
2013,70,23,33,78,25,78,O3,2,DKI2
2013,79,22,67,120,22,120,O3,3,DKI4
2013,59,18,21,75,22,75,O3,2,DKI4
2013,52,13,20,60,24,60,O3,2,DKI4
2013,50,12,20,81,16,81,O3,2,DKI4
2013,67,16,42,69,27,69,O3,2,DKI4
2013,64,12,28,60,17,64,PM10,2,DKI4
2013,56,10,31,45,17,56,PM10,2,DKI4
2013,62,11,42,95,18,95,O3,2,DKI4
2013,53,9,32,48,14,53,PM10,2,DKI4
2013,76,18,53,149,29,149,O3,3,DKI4
2013,111,25,62,129,21,129,O3,3,DKI4
2013,68,33,42,153,21,153,O3,3,DKI2
2013,59,23,28,113,20,113,O3,3,DKI3
2013,66,19,35,116,19,116,O3,3,DKI4
2013,37,10,33,55,12,55,O3,2,DKI4
2013,70,29,58,72,25,72,O3,2,DKI4
2013,56,23,51,71,13,71,O3,2,DKI5
2013,67,28,35,74,13,74,O3,2,DKI4
2013,85,33,71,151,21,151,O3,3,DKI5
2013,84,15,53,124,19,124,O3,3,DKI3
2013,78,14,54,65,25,78,PM10,2,DKI4
2013,64,18,35,60,15,64,PM10,2,DKI4
2013,68,21,45,74,17,74,O3,2,DKI2
2013,99,24,77,90,30,99,PM10,2,DKI4
2013,92,31,81,82,16,92,PM10,2,DKI4
2013,74,28,66,97,11,97,O3,2,DKI4
2013,106,34,40,114,18,114,O3,3,DKI2
2013,87,39,45,140,21,140,O3,3,DKI4
2013,93,40,34,101,26,101,O3,3,DKI4
2013,83,52,58,89,26,89,O3,2,DKI4
2013,59,23,38,68,19,68,O3,2,DKI5
2013,87,34,81,79,14,87,PM10,2,DKI5
2013,73,40,35,69,14,73,PM10,2,DKI4
2013,63,30,31,71,20,71,O3,2,DKI4
2013,82,28,43,79,21,82,PM10,2,DKI4
2013,57,16,43,134,23,134,O3,3,DKI3
2013,58,29,51,43,23,58,PM10,2,DKI2
2013,60,40,49,64,22,64,O3,2,DKI4
2013,58,22,46,56,15,58,PM10,2,DKI1
2013,83,19,58,65,16,83,PM10,2,DKI4
2013,104,36,98,109,17,109,O3,3,DKI4
2013,72,20,36,121,18,121,O3,3,DKI2
2013,57,14,37,104,20,104,O3,3,DKI4
2013,80,19,45,118,26,118,O3,3,DKI3
2013,60,28,45,88,21,88,O3,2,DKI4
2013,60,27,39,83,19,83,O3,2,DKI4
2013,35,13,32,74,20,74,O3,2,DKI2
2013,65,27,48,76,19,76,O3,2,DKI4
2013,77,31,43,66,23,77,PM10,2,DKI2
2013,74,20,50,117,25,117,O3,3,DKI4
2013,75,19,45,84,20,84,O3,2,DKI4
2013,64,23,41,99,21,99,O3,2,DKI5
2013,76,19,39,129,17,129,O3,3,DKI5
2013,77,25,56,105,22,105,O3,3,DKI2
2013,62,21,40,112,19,112,O3,3,DKI5
2013,81,23,81,93,23,93,O3,2,DKI5
2013,64,30,46,64,17,64,PM10,2,DKI2
2013,65,24,44,56,13,65,PM10,2,DKI4
2013,57,19,25,51,9,57,PM10,2,DKI4
2013,72,27,30,91,15,91,O3,2,DKI4
2013,78,23,58,78,24,78,PM10,2,DKI4
2013,80,23,35,115,19,115,O3,3,DKI4
2013,68,37,35,85,20,85,O3,2,DKI3
2013,75,18,32,88,21,88,O3,2,DKI4
2013,70,22,32,104,20,104,O3,3,DKI3
2013,63,25,37,75,15,75,O3,2,DKI3
2013,68,23,33,72,16,72,O3,2,DKI5
2013,73,23,38,75,12,75,O3,2,DKI3
2013,69,19,33,87,27,87,O3,2,DKI5
2013,95,19,59,122,19,122,O3,3,DKI5
2013,61,15,22,86,17,86,O3,2,DKI5
2013,67,18,58,94,13,94,O3,2,DKI4
2013,53,37,28,87,14,87,O3,2,DKI4
2013,66,22,36,117,11,117,O3,3,DKI4
2013,59,24,32,92,15,92,O3,2,DKI4
2013,57,16,23,110,15,110,O3,3,DKI3
2013,65,22,39,119,18,119,O3,3,DKI3
2013,64,38,22,115,17,115,O3,3,DKI3
2013,72,32,25,59,15,72,PM10,2,DKI4
2013,67,28,27,68,10,68,O3,2,DKI1
2013,68,28,34,66,10,68,PM10,2,DKI4
2013,54,16,25,79,13,79,O3,2,DKI4
2013,60,29,32,71,16,71,O3,2,DKI4
2013,61,24,27,110,19,110,O3,3,DKI3
2013,83,31,30,107,20,107,O3,3,DKI3
2013,79,26,29,85,14,85,O3,2,DKI2
2013,87,21,39,113,22,113,O3,3,DKI5
2013,75,26,40,88,19,88,O3,2,DKI5
2013,73,42,26,75,13,75,O3,2,DKI5
2013,78,40,25,71,14,78,PM10,2,DKI4
2013,72,32,27,85,14,85,O3,2,DKI5
2013,74,26,28,124,23,124,O3,3,DKI4
2013,74,30,27,71,13,74,PM10,2,DKI4
2013,91,21,34,69,17,91,PM10,2,DKI4
2013,68,19,28,81,15,81,O3,2,DKI3
2013,74,23,33,67,13,74,PM10,2,DKI4
2013,76,29,30,109,15,109,O3,3,DKI3
2013,82,22,42,125,24,125,O3,3,DKI5
2013,75,19,33,98,19,98,O3,2,DKI2
2013,77,20,32,139,24,139,O3,3,DKI5
2013,67,18,31,123,19,123,O3,3,DKI4
2013,70,20,32,78,20,78,O3,2,DKI4
2013,63,23,26,92,15,92,O3,2,DKI3
2013,68,24,34,90,20,90,O3,2,DKI3
2013,80,44,42,98,21,98,O3,2,DKI3
2013,77,27,33,105,18,105,O3,3,DKI3
2013,76,33,29,70,17,76,PM10,2,DKI4
2013,83,40,32,114,22,114,O3,3,DKI3
2013,71,30,28,113,19,113,O3,3,DKI4
2013,66,25,35,98,17,98,O3,2,DKI3
2013,54,21,35,63,17,63,O3,2,DKI5
2013,68,30,34,138,26,138,O3,3,DKI5
2013,77,19,30,110,27,110,O3,3,DKI4
2013,71,37,30,91,19,91,O3,2,DKI5
2013,71,34,32,84,21,84,O3,2,DKI3
2013,70,26,25,134,19,134,O3,3,DKI5
2013,67,25,33,107,17,107,O3,3,DKI3
2013,69,27,30,128,27,128,O3,3,DKI5
2013,76,30,27,79,22,79,O3,2,DKI5
2013,76,31,30,117,30,117,O3,3,DKI5
2013,67,22,26,100,19,100,O3,2,DKI4
2013,65,31,31,118,25,118,O3,3,DKI4
2013,72,37,26,91,18,91,O3,2,DKI3
2013,77,37,26,88,12,88,O3,2,DKI4
2013,73,33,29,69,18,73,PM10,2,DKI5
2013,101,40,39,85,25,101,PM10,3,DKI4
2013,82,31,45,110,21,110,O3,3,DKI5
2013,75,27,33,110,24,110,O3,3,DKI3
2013,85,22,31,134,23,134,O3,3,DKI4
2013,78,28,35,107,18,107,O3,3,DKI2
2013,75,26,30,134,21,134,O3,3,DKI5
2013,67,37,31,101,17,101,O3,3,DKI3
2013,90,26,32,88,22,90,PM10,2,DKI5
2013,70,34,29,117,19,117,O3,3,DKI5
2013,66,22,31,93,21,93,O3,2,DKI3
2013,71,21,38,107,21,107,O3,3,DKI3
2013,62,31,29,121,20,121,O3,3,DKI3
2013,67,25,22,119,14,119,O3,3,DKI4
2013,66,32,36,120,18,120,O3,3,DKI4
2013,56,23,24,80,15,80,O3,2,DKI3
2013,76,34,25,80,14,80,O3,2,DKI3
2013,72,25,24,55,14,72,PM10,2,DKI4
2013,73,27,23,83,13,83,O3,2,DKI4
2013,76,30,47,139,18,139,O3,3,DKI3
2013,56,30,19,91,14,91,O3,2,DKI5
2013,63,34,33,105,19,105,O3,3,DKI2
2013,80,40,30,89,20,89,O3,2,DKI3
2013,69,37,34,91,25,91,O3,2,DKI5
2013,67,40,38,103,22,103,O3,3,DKI3
2013,82,29,38,159,30,159,O3,3,DKI4
2013,105,37,50,110,21,110,O3,3,DKI5
2013,75,45,41,85,18,85,O3,2,DKI2
2013,65,33,30,124,20,124,O3,3,DKI4
2013,65,38,42,125,25,125,O3,3,DKI4
2013,69,30,59,95,25,95,O3,2,DKI4
2013,77,28,45,120,20,120,O3,3,DKI4
2013,72,35,34,130,22,130,O3,3,DKI4
2013,64,29,44,97,25,97,O3,2,DKI5
2013,70,29,38,98,15,98,O3,2,DKI5
2013,66,25,30,123,21,123,O3,3,DKI2
2013,79,23,31,118,18,118,O3,3,DKI2
2013,80,30,41,159,19,159,O3,3,DKI4
2013,85,34,39,152,28,152,O3,3,DKI4
2013,80,50,35,132,25,132,O3,3,DKI4
2013,73,55,53,101,19,101,O3,3,DKI4
2013,75,30,53,131,16,131,O3,3,DKI2
2013,68,26,28,157,19,157,O3,3,DKI4
2013,76,40,42,87,23,87,O3,2,DKI5
2013,60,45,37,140,19,140,O3,3,DKI5
2013,68,41,60,121,25,121,O3,3,DKI3
2013,62,28,52,104,26,104,O3,3,DKI2
2013,58,33,33,97,17,97,O3,2,DKI4
2013,49,24,32,111,13,111,O3,3,DKI4
2013,48,23,29,82,17,82,O3,2,DKI4
2013,48,23,35,59,9,59,O3,2,DKI2
2013,50,22,33,29,9,50,PM10,1,DKI4
2013,57,22,28,58,16,58,O3,2,DKI2
2013,64,30,26,128,21,128,O3,3,DKI2
2013,67,45,27,85,18,85,O3,2,DKI4
2013,62,33,20,147,14,147,O3,3,DKI4
2013,63,28,27,147,19,147,O3,3,DKI4
2013,66,33,27,38,17,66,PM10,2,DKI5
2013,58,35,35,112,28,112,O3,3,DKI2
2013,80,52,32,127,22,127,O3,3,DKI4
2013,55,42,28,140,15,140,O3,3,DKI4
2013,71,50,31,151,24,151,O3,3,DKI4
2013,64,27,26,158,16,158,O3,3,DKI4
2013,72,42,32,193,20,193,O3,3,DKI4
2013,75,36,37,169,22,169,O3,3,DKI4
2013,72,37,38,159,19,159,O3,3,DKI4
2013,53,39,23,133,19,133,O3,3,DKI5
2013,70,54,27,102,18,102,O3,3,DKI4
2013,57,30,27,100,17,100,O3,2,DKI4
2013,59,35,32,117,17,117,O3,3,DKI4
2013,62,29,33,88,23,88,O3,2,DKI4
2013,56,30,42,142,17,142,O3,3,DKI5
2013,64,50,37,96,18,96,O3,2,DKI4
2013,51,19,34,53,20,53,O3,2,DKI2
2013,56,22,57,52,17,57,CO,2,DKI1
2013,39,11,38,79,11,79,O3,2,DKI4
2013,64,25,66,101,16,101,O3,3,DKI4
2013,58,6,41,141,21,141,O3,3,DKI2
2013,52,6,39,132,21,132,O3,3,DKI4
2013,75,4,65,123,21,123,O3,3,DKI4
2013,61,5,32,117,17,117,O3,3,DKI4
2013,63,6,50,79,15,79,O3,2,DKI4
2013,41,6,50,34,9,50,CO,1,DKI1
2013,26,6,50,54,9,54,O3,2,DKI4
2013,31,7,50,53,12,53,O3,2,DKI4
2013,40,6,32,47,10,47,O3,1,DKI4
2013,57,9,32,63,12,63,O3,2,DKI1
2013,57,7,27,72,15,72,O3,2,DKI4
2013,72,10,61,71,17,72,PM10,2,DKI4
2013,67,7,50,65,11,67,PM10,2,DKI4
2013,53,8,21,63,12,63,O3,2,DKI4
2013,41,10,26,67,12,67,O3,2,DKI4
2013,28,6,26,69,13,69,O3,2,DKI4
2014,77,8,58,64,13,77,PM10,2,DKI1
2014,55,7,29,74,13,74,O3,2,DKI4
2014,62,9,49,97,16,97,O3,2,DKI4
2014,55,7,36,57,14,57,O3,2,DKI3
2014,39,6,18,48,10,48,O3,1,DKI1
2014,27,5,18,45,9,45,O3,1,DKI1
2014,40,7,27,52,13,52,O3,2,DKI1
2014,51,6,31,65,14,65,O3,2,DKI4
2014,51,6,54,43,15,54,CO,2,DKI4
2014,39,7,24,95,15,95,O3,2,DKI2
2014,56,7,29,96,21,96,O3,2,DKI4
2014,44,5,29,71,15,71,O3,2,DKI1
2014,40,7,39,70,20,70,O3,2,DKI4
2014,54,9,36,72,16,72,O3,2,DKI4
2014,46,7,29,54,12,54,O3,2,DKI1
2014,50,6,41,49,19,50,PM10,1,DKI1
2014,51,6,33,61,18,61,O3,2,DKI4
2014,39,6,25,55,15,55,O3,2,DKI1
2014,38,6,26,60,16,60,O3,2,DKI4
2014,54,6,27,53,13,54,PM10,2,DKI1
2014,44,6,28,54,15,54,O3,2,DKI4
2014,59,8,29,52,21,59,PM10,2,DKI1
2014,48,6,26,53,15,53,O3,2,DKI1
2014,59,6,41,50,17,59,PM10,2,DKI1
2014,53,6,23,56,15,56,O3,2,DKI4
2014,67,7,43,56,14,67,PM10,2,DKI5
2014,65,7,29,56,13,65,PM10,2,DKI1
2014,47,5,26,53,11,53,O3,2,DKI4
2014,33,6,27,51,12,51,O3,2,DKI4
2014,54,6,33,53,10,54,PM10,2,DKI5
2014,56,6,33,46,10,56,PM10,2,DKI5
2014,61,6,30,48,12,61,PM10,2,DKI5
2014,37,6,27,50,12,50,O3,1,DKI2
2014,42,6,31,48,15,48,O3,1,DKI3
2014,41,6,32,83,16,83,O3,2,DKI4
2014,71,7,62,85,19,85,O3,2,DKI4
2014,63,7,49,83,18,83,O3,2,DKI4
2014,56,6,37,66,16,66,O3,2,DKI4
2014,47,6,30,60,15,60,O3,2,DKI5
2014,56,6,71,68,20,71,CO,2,DKI3
2014,46,7,36,80,27,80,O3,2,DKI4
2014,58,7,32,75,25,75,O3,2,DKI4
2014,63,7,42,77,26,77,O3,2,DKI4
2014,70,8,40,79,15,79,O3,2,DKI3
2014,60,8,46,63,18,63,O3,2,DKI2
2014,78,9,48,63,14,78,PM10,2,DKI5
2014,82,13,47,52,17,82,PM10,2,DKI5
2014,113,8,61,99,27,113,PM10,3,DKI5
2014,76,7,38,62,25,76,PM10,2,DKI5
2014,75,9,38,65,16,75,PM10,2,DKI1
2014,91,12,38,90,34,91,PM10,2,DKI5
2014,52,9,29,73,13,73,O3,2,DKI5
2014,50,8,32,52,13,52,O3,2,DKI4
2014,34,8,42,54,15,54,O3,2,DKI4
2014,51,8,38,47,21,51,PM10,2,DKI4
2014,54,8,43,53,25,54,PM10,2,DKI1
2014,52,8,43,58,24,58,O3,2,DKI2
2014,65,9,57,83,28,83,O3,2,DKI5
2014,105,11,119,97,34,119,CO,3,DKI5
2014,74,10,36,91,17,91,O3,2,DKI3
2014,59,9,26,92,20,92,O3,2,DKI4
2014,65,14,33,144,21,144,O3,3,DKI3
2014,62,18,30,156,17,156,O3,3,DKI3
2014,65,10,31,98,21,98,O3,2,DKI4
2014,105,16,54,190,28,190,O3,3,DKI5
2014,80,14,38,101,26,101,O3,3,DKI2
2014,79,10,31,85,23,85,O3,2,DKI3
2014,89,7,63,70,17,89,PM10,2,DKI5
2014,82,8,40,76,23,82,PM10,2,DKI5
2014,95,8,56,62,21,95,PM10,2,DKI4
2014,69,8,59,66,20,69,PM10,2,DKI5
2014,89,10,70,96,26,96,O3,2,DKI4
2014,75,9,36,99,22,99,O3,2,DKI3
2014,111,12,69,138,27,138,O3,3,DKI3
2014,97,8,50,78,14,97,PM10,2,DKI4
2014,87,10,45,146,26,146,O3,3,DKI4
2014,77,10,52,126,27,126,O3,3,DKI4
2014,86,10,36,98,25,98,O3,2,DKI5
2014,94,17,48,195,27,195,O3,3,DKI5
2014,64,7,40,88,19,88,O3,2,DKI5
2014,64,8,30,62,14,64,PM10,2,DKI5
2014,49,8,28,71,12,71,O3,2,DKI4
2014,83,10,50,75,19,83,PM10,2,DKI5
2014,62,11,25,63,13,63,O3,2,DKI5
2014,55,9,33,83,19,83,O3,2,DKI5
2014,107,11,85,114,34,114,O3,3,DKI3
2014,68,9,35,163,23,163,O3,3,DKI2
2014,67,11,30,118,20,118,O3,3,DKI5
2014,66,12,25,91,18,91,O3,2,DKI5
2014,71,24,37,89,9,89,O3,2,DKI5
2014,81,9,37,111,15,111,O3,3,DKI5
2014,74,9,33,109,17,109,O3,3,DKI5
2014,69,13,40,133,20,133,O3,3,DKI5
2014,90,8,37,146,20,146,O3,3,DKI5
2014,83,25,72,162,21,162,O3,3,DKI5
2014,53,13,20,94,13,94,O3,2,DKI5
2014,46,17,30,119,17,119,O3,3,DKI5
2014,59,21,47,93,16,93,O3,2,DKI5
2014,43,11,21,78,9,78,O3,2,DKI5
2014,51,14,25,57,12,57,O3,2,DKI5
2014,63,17,33,78,16,78,O3,2,DKI5
2014,70,22,62,94,21,94,O3,2,DKI5
2014,59,18,22,88,15,88,O3,2,DKI5
2014,56,15,42,87,11,87,O3,2,DKI5
2014,49,16,51,99,15,99,O3,2,DKI5
2014,52,17,36,98,20,98,O3,2,DKI5
2014,84,24,40,164,26,164,O3,3,DKI2
2014,70,25,48,158,17,158,O3,3,DKI5
2014,64,16,38,106,15,106,O3,3,DKI5
2014,58,18,46,76,19,76,O3,2,DKI5
2014,57,14,28,94,16,94,O3,2,DKI5
2014,42,11,20,78,18,78,O3,2,DKI4
2014,66,25,48,180,22,180,O3,3,DKI5
2014,57,17,37,123,14,123,O3,3,DKI5
2014,46,17,21,69,20,69,O3,2,DKI2
2014,54,11,22,163,19,163,O3,3,DKI5
2014,51,9,27,162,17,162,O3,3,DKI5
2014,55,9,35,178,29,178,O3,3,DKI5
2014,60,8,34,165,27,165,O3,3,DKI5
2014,62,11,35,119,29,119,O3,3,DKI3
2014,74,14,40,94,18,94,O3,2,DKI5
2014,88,16,56,131,28,131,O3,3,DKI5
2014,85,11,97,144,39,144,O3,3,DKI5
2014,65,12,32,137,12,137,O3,3,DKI5
2014,66,10,39,94,14,94,O3,2,DKI5
2014,63,11,28,107,13,107,O3,3,DKI5
2014,72,9,26,144,19,144,O3,3,DKI5
2014,63,9,36,129,23,129,O3,3,DKI5
2014,55,10,30,200,31,200,O3,4,DKI5
2014,70,11,34,165,22,165,O3,3,DKI5
2014,67,9,25,169,20,169,O3,3,DKI5
2014,70,10,44,144,20,144,O3,3,DKI5
2014,89,10,36,200,20,200,O3,4,DKI5
2014,58,10,37,195,24,195,O3,3,DKI5
2014,62,14,32,139,23,139,O3,3,DKI5
2014,69,14,37,75,25,75,O3,2,DKI5
2014,55,12,28,106,16,106,O3,3,DKI5
2014,60,12,29,190,17,190,O3,3,DKI5
2014,74,11,38,121,27,121,O3,3,DKI5
2014,68,17,36,133,21,133,O3,3,DKI5
2014,75,11,41,153,18,153,O3,3,DKI5
2014,59,10,30,108,15,108,O3,3,DKI5
2014,63,18,39,93,20,93,O3,2,DKI5
2014,84,20,49,104,20,104,O3,3,DKI5
2014,78,10,41,109,12,109,O3,3,DKI5
2014,60,11,26,114,14,114,O3,3,DKI5
2014,81,20,53,211,20,211,O3,4,DKI5
2014,59,17,37,161,26,161,O3,3,DKI5
2014,60,12,35,126,14,126,O3,3,DKI5
2014,77,22,31,99,19,99,O3,2,DKI5
2014,62,9,43,100,21,100,O3,2,DKI5
2014,80,14,55,136,21,136,O3,3,DKI5
2014,76,15,26,65,16,76,PM10,2,DKI4
2014,86,13,28,68,18,86,PM10,2,DKI4
2014,89,15,32,87,19,89,PM10,2,DKI4
2014,94,12,36,135,22,135,O3,3,DKI5
2014,84,11,42,94,26,94,O3,2,DKI5
2014,111,15,48,81,17,111,PM10,3,DKI4
2014,92,17,31,236,15,236,O3,4,DKI4
2014,87,12,32,73,16,87,PM10,2,DKI4
2014,83,10,40,97,18,97,O3,2,DKI5
2014,83,11,43,129,22,129,O3,3,DKI3
2014,75,10,37,214,21,214,O3,4,DKI5
2014,52,10,39,205,28,205,O3,4,DKI5
2014,78,10,65,61,24,78,PM10,2,DKI5
2014,53,10,35,65,16,65,O3,2,DKI4
2014,60,12,43,86,21,86,O3,2,DKI3
2014,54,12,35,117,17,117,O3,3,DKI5
2014,66,11,34,87,17,87,O3,2,DKI5
2014,57,15,31,77,24,77,O3,2,DKI2
2014,69,17,31,68,18,69,PM10,2,DKI2
2014,71,15,28,70,13,71,PM10,2,DKI4
2014,84,16,80,112,26,112,O3,3,DKI2
2014,79,12,34,92,17,92,O3,2,DKI2
2014,68,13,40,70,13,70,O3,2,DKI2
2014,79,15,32,66,14,79,PM10,2,DKI4
2014,60,11,35,67,24,67,O3,2,DKI5
2014,95,13,57,75,25,95,PM10,2,DKI5
2014,64,11,31,92,20,92,O3,2,DKI4
2014,90,15,26,88,19,90,PM10,2,DKI4
2014,75,12,34,117,22,117,O3,3,DKI5
2014,77,23,32,95,16,95,O3,2,DKI4
2014,75,19,28,67,23,75,PM10,2,DKI4
2014,88,15,51,96,29,96,O3,2,DKI5
2014,90,22,47,80,18,90,PM10,2,DKI5
2014,70,15,27,70,22,70,PM10,2,DKI3
2014,56,11,21,61,14,61,O3,2,DKI5
2014,51,16,43,80,24,80,O3,2,DKI5
2014,57,15,38,72,25,72,O3,2,DKI5
