tahun,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2016,77,33,34,68,9,77,PM10,2,DKI4
2016,83,39,38,86,15,86,O3,2,DKI2
2016,82,38,36,93,14,93,O3,2,DKI2
2016,72,37,38,60,20,72,PM10,2,DKI4
2016,65,37,43,57,16,65,PM10,2,DKI5
2016,59,38,33,53,18,59,PM10,2,DKI2
2016,68,42,39,60,11,68,PM10,2,DKI4
2016,68,42,34,95,15,95,O3,2,DKI1
2016,94,42,39,149,17,149,O3,3,DKI1
2016,96,44,43,107,21,107,O3,3,DKI2
2016,77,45,31,83,18,83,O3,2,DKI3
2016,61,44,39,69,18,69,O3,2,DKI1
2016,66,48,35,73,14,73,O3,2,DKI3
2016,79,41,59,52,15,79,PM10,2,DKI4
2016,55,40,37,51,14,55,PM10,2,DKI4
2016,55,41,42,48,14,55,PM10,2,DKI1
2016,37,40,32,49,13,49,O3,1,DKI1
2016,61,42,47,54,16,61,PM10,2,DKI1
2016,80,43,58,81,21,81,O3,2,DKI3
2016,64,42,30,77,15,77,O3,2,DKI1
2016,69,44,29,83,16,83,O3,2,DKI2
2016,80,42,24,62,14,80,PM10,2,DKI4
2016,80,42,25,51,12,80,PM10,2,DKI4
2016,71,42,22,49,11,71,PM10,2,DKI4
2016,52,40,29,51,17,52,PM10,2,DKI4
2016,41,43,27,57,15,57,O3,2,DKI2
2016,68,45,25,60,18,68,PM10,2,DKI4
2016,61,45,27,60,17,61,PM10,2,DKI4
2016,65,45,35,87,17,87,O3,2,DKI2
2016,64,39,38,59,11,64,PM10,2,DKI4
2016,49,40,27,48,10,49,PM10,1,DKI3
2016,22,41,19,53,7,53,O3,2,DKI1
2016,39,43,30,44,10,44,O3,1,DKI5
2016,53,43,51,65,11,65,O3,2,DKI5
2016,46,43,40,52,15,52,O3,2,DKI5
2016,73,31,99,114,23,114,O3,3,DKI5
2016,68,28,54,96,15,96,O3,2,DKI5
2016,55,28,44,63,12,63,O3,2,DKI2
2016,84,28,33,52,15,84,PM10,2,DKI4
2016,71,27,33,58,11,71,PM10,2,DKI4
2016,64,28,72,65,16,72,CO,2,DKI5
2016,78,27,56,85,16,85,O3,2,DKI5
2016,78,27,47,68,15,78,PM10,2,DKI3
2016,83,27,42,65,14,83,PM10,2,DKI4
2016,65,26,42,64,13,65,PM10,2,DKI4
2016,63,27,39,79,21,79,O3,2,DKI5
2016,66,27,33,60,14,66,PM10,2,DKI4
2016,46,26,33,62,15,62,O3,2,DKI5
2016,49,27,32,57,18,57,O3,2,DKI5
2016,55,27,37,57,12,57,O3,2,DKI5
2016,46,26,26,70,12,70,O3,2,DKI5
2016,53,26,30,60,15,60,O3,2,DKI5
2016,27,26,27,59,11,59,O3,2,DKI5
2016,52,26,32,51,14,52,PM10,2,DKI3
2016,52,26,54,52,16,54,CO,2,DKI5
2016,68,26,40,54,12,68,PM10,2,DKI3
2016,53,26,30,58,12,58,O3,2,DKI5
2016,80,26,43,72,16,80,PM10,2,DKI4
2016,54,26,31,102,18,102,O3,3,DKI3
2016,74,26,28,81,17,81,O3,2,DKI3
2016,80,26,39,99,18,99,O3,2,DKI3
2016,71,26,39,133,25,133,O3,3,DKI3
2016,65,26,33,98,20,98,O3,2,DKI5
2016,61,26,36,109,24,109,O3,3,DKI2
2016,65,26,35,78,15,78,O3,2,DKI3
2016,74,26,43,71,21,74,PM10,2,DKI4
2016,71,26,37,173,20,173,O3,3,DKI2
2016,60,26,40,119,19,119,O3,3,DKI2
2016,64,26,30,120,16,120,O3,3,DKI2
2016,55,26,44,61,15,61,O3,2,DKI5
2016,65,26,26,91,14,91,O3,2,DKI2
2016,62,26,30,91,11,91,O3,2,DKI2
2016,66,26,35,63,14,66,PM10,2,DKI4
2016,76,26,45,74,21,76,PM10,2,DKI5
2016,39,26,25,74,10,74,O3,2,DKI2
2016,52,26,27,122,14,122,O3,3,DKI2
2016,72,26,50,136,15,136,O3,3,DKI2
2016,72,26,55,128,16,128,O3,3,DKI3
2016,63,26,53,88,20,88,O3,2,DKI3
2016,63,21,38,63,11,63,PM10,2,DKI3
2016,58,26,30,93,12,93,O3,2,DKI3
2016,74,27,50,64,20,74,PM10,2,DKI5
2016,81,26,52,64,13,81,PM10,2,DKI4
2016,81,27,66,84,17,84,O3,2,DKI3
2016,57,26,37,102,13,102,O3,3,DKI3
2016,58,27,48,80,15,80,O3,2,DKI5
2016,50,27,39,66,11,66,O3,2,DKI3
2016,54,27,40,66,11,66,O3,2,DKI3
2016,67,27,42,98,12,98,O3,2,DKI3
2016,64,27,44,77,16,77,O3,2,DKI3
2016,65,27,38,49,19,65,PM10,2,DKI4
2016,70,26,39,94,22,94,O3,2,DKI2
2016,61,26,45,76,16,76,O3,2,DKI3
2016,80,27,44,139,13,139,O3,3,DKI3
2016,99,27,59,85,16,99,PM10,2,DKI4
2016,71,26,34,70,20,71,PM10,2,DKI4
2016,73,27,41,123,18,123,O3,3,DKI2
2016,65,27,62,117,22,117,O3,3,DKI2
2016,69,27,58,78,16,78,O3,2,DKI5
2016,65,27,38,78,11,78,O3,2,DKI3
2016,47,27,47,93,17,93,O3,2,DKI5
2016,54,27,46,80,16,80,O3,2,DKI5
2016,55,27,38,99,15,99,O3,2,DKI3
2016,51,27,51,135,20,135,O3,3,DKI5
2016,53,28,41,69,17,69,O3,2,DKI3
2016,55,30,32,65,8,65,O3,2,DKI5
2016,63,28,39,57,11,63,PM10,2,DKI2
2016,65,29,42,66,12,66,O3,2,DKI5
2016,71,29,49,67,18,71,PM10,2,DKI1
2016,66,30,50,76,15,76,O3,2,DKI3
2016,60,30,47,82,19,82,O3,2,DKI5
2016,57,30,39,74,10,74,O3,2,DKI5
2016,71,31,69,66,15,71,PM10,2,DKI4
2016,57,29,69,62,16,69,CO,2,DKI5
2016,64,29,49,66,12,66,O3,2,DKI5
2016,70,29,48,54,10,70,PM10,2,DKI4
2016,78,30,71,56,10,78,PM10,2,DKI3
2016,63,28,52,46,9,63,PM10,2,DKI4
2016,81,29,78,128,16,128,O3,3,DKI3
2016,77,28,46,93,13,93,O3,2,DKI2
2016,74,28,67,84,22,84,O3,2,DKI2
2016,64,29,50,145,16,145,O3,3,DKI2
2016,76,29,46,86,19,86,O3,2,DKI3
2016,71,30,39,84,10,84,O3,2,DKI3
2016,88,30,57,87,14,88,PM10,2,DKI4
2016,63,29,45,94,13,94,O3,2,DKI5
2016,56,28,39,104,17,104,O3,3,DKI5
2016,62,30,46,73,8,73,O3,2,DKI5
2016,43,29,39,92,21,92,O3,2,DKI5
2016,78,29,56,83,21,83,O3,2,DKI2
2016,78,30,61,72,18,78,PM10,2,DKI2
2016,69,29,56,155,12,155,O3,3,DKI3
2016,72,29,43,90,19,90,O3,2,DKI5
2016,61,28,37,81,21,81,O3,2,DKI5
2016,65,28,53,109,15,109,O3,3,DKI5
2016,59,28,40,118,20,118,O3,3,DKI3
2016,64,28,55,91,20,91,O3,2,DKI5
2016,62,28,47,82,18,82,O3,2,DKI5
2016,91,38,56,63,17,91,PM10,2,DKI2
2016,89,29,55,73,29,89,PM10,2,DKI2
2016,94,29,67,79,19,94,PM10,2,DKI2
2016,61,28,39,59,13,61,PM10,2,DKI4
2016,65,29,56,79,27,79,O3,2,DKI5
2016,65,29,46,101,14,101,O3,3,DKI5
2016,76,28,57,119,14,119,O3,3,DKI2
2016,69,27,81,75,15,81,CO,2,DKI5
2016,51,28,35,140,18,140,O3,3,DKI2
2016,88,28,61,85,18,88,PM10,2,DKI2
2016,84,28,72,70,19,84,PM10,2,DKI4
2016,95,28,71,113,19,113,O3,3,DKI5
2016,77,30,65,56,20,77,PM10,2,DKI2
2016,54,29,38,114,14,114,O3,3,DKI3
2016,52,28,37,59,17,59,O3,2,DKI2
2016,72,27,73,65,26,73,CO,2,DKI5
2016,59,28,49,68,13,68,O3,2,DKI3
2016,73,28,58,114,14,114,O3,3,DKI5
2016,64,28,49,129,17,129,O3,3,DKI3
2016,73,29,45,85,15,85,O3,2,DKI3
2016,66,29,47,81,21,81,O3,2,DKI3
2016,65,31,47,53,19,65,PM10,2,DKI4
2016,66,29,41,69,20,69,O3,2,DKI3
2016,40,29,44,33,18,44,CO,1,DKI5
2016,62,29,59,126,13,126,O3,3,DKI4
2016,77,30,65,113,20,113,O3,3,DKI3
2016,85,30,52,125,24,125,O3,3,DKI5
2016,67,28,37,127,20,127,O3,3,DKI3
2016,71,28,41,108,16,108,O3,3,DKI2
2016,71,30,49,119,16,119,O3,3,DKI5
2016,73,29,65,109,19,109,O3,3,DKI3
2016,83,29,59,78,19,83,PM10,2,DKI1
2016,63,29,61,73,14,73,O3,2,DKI2
2016,76,30,51,137,16,137,O3,3,DKI3
2016,68,30,53,100,24,100,O3,2,DKI5
2016,61,28,57,78,16,78,O3,2,DKI3
2016,59,29,68,104,21,104,O3,3,DKI5
2016,79,29,67,104,15,104,O3,3,DKI2
2016,59,28,48,70,7,70,O3,2,DKI3
2016,44,28,49,55,11,55,O3,2,DKI3
2016,53,28,43,68,10,68,O3,2,DKI3
2016,60,28,65,66,14,66,O3,2,DKI3
2016,50,28,32,64,10,64,O3,2,DKI3
2016,39,28,31,65,13,65,O3,2,DKI5
2016,56,29,40,73,12,73,O3,2,DKI5
2016,62,29,42,68,12,68,O3,2,DKI5
2016,73,29,45,54,14,73,PM10,2,DKI3
2016,42,28,34,76,9,76,O3,2,DKI2
2016,73,36,56,90,15,90,O3,2,DKI5
2016,86,31,53,73,20,86,PM10,2,DKI4
2016,62,32,34,45,10,62,PM10,2,DKI4
2016,56,28,36,54,9,56,PM10,2,DKI4
2016,65,34,58,71,14,71,O3,2,DKI3
2016,53,28,55,134,16,134,O3,3,DKI4
2016,63,28,56,115,21,115,O3,3,DKI3
2016,60,28,43,81,16,81,O3,2,DKI5
2016,69,29,45,97,22,97,O3,2,DKI4
2016,73,29,45,65,14,73,PM10,2,DKI2
2016,80,29,58,87,15,87,O3,2,DKI3
2016,70,29,59,103,14,103,O3,3,DKI5
2016,49,28,45,96,11,96,O3,2,DKI3
2016,70,29,42,173,14,173,O3,3,DKI2
2016,68,30,43,146,18,146,O3,3,DKI3
2016,81,30,26,72,15,81,PM10,2,DKI4
2016,90,30,26,106,13,106,O3,3,DKI3
2016,56,29,51,119,20,119,O3,3,DKI5
2016,71,30,36,106,11,106,O3,3,DKI3
2016,73,29,45,100,11,100,O3,2,DKI3
2016,58,30,38,131,14,131,O3,3,DKI2
2016,64,30,41,136,21,136,O3,3,DKI5
2016,87,30,49,133,15,133,O3,3,DKI2
2016,107,30,47,108,21,108,O3,3,DKI3
2016,72,30,40,87,14,87,O3,2,DKI3
2016,81,30,37,119,11,119,O3,3,DKI2
2016,58,29,35,77,11,77,O3,2,DKI5
2016,60,28,45,63,16,63,O3,2,DKI3
2016,60,29,45,102,16,102,O3,3,DKI5
2016,63,28,41,88,18,88,O3,2,DKI3
2016,64,29,41,119,18,119,O3,3,DKI3
2016,63,29,38,103,16,103,O3,3,DKI3
2016,51,29,38,72,15,72,O3,2,DKI3
2016,50,28,45,121,19,121,O3,3,DKI5
2016,72,30,41,107,12,107,O3,3,DKI3
2016,86,33,69,59,12,86,PM10,2,DKI3
2016,55,29,47,77,12,77,O3,2,DKI5
2016,71,30,46,83,15,83,O3,2,DKI4
2016,55,29,45,115,16,115,O3,3,DKI3
2016,69,30,35,88,12,88,O3,2,DKI3
2016,59,31,38,83,11,83,O3,2,DKI5
2016,65,30,33,176,13,176,O3,3,DKI2
2016,70,29,35,101,15,101,O3,3,DKI2
2016,80,34,62,133,21,133,O3,3,DKI2
2016,78,31,44,103,17,103,O3,3,DKI5
2016,79,31,58,70,12,79,PM10,2,DKI4
2016,60,29,64,78,11,78,O3,2,DKI3
2016,80,29,76,66,12,80,PM10,2,DKI5
2016,81,30,48,111,21,111,O3,3,DKI3
2016,78,29,79,71,26,79,CO,2,DKI5
2016,62,30,44,85,23,85,O3,2,DKI3
2016,82,29,52,141,19,141,O3,3,DKI3
2016,69,29,61,94,15,94,O3,2,DKI5
2016,73,42,42,69,18,73,PM10,2,DKI4
2016,62,29,39,48,10,62,PM10,2,DKI3
2016,66,30,60,61,11,66,PM10,2,DKI4
2016,61,29,43,62,15,62,O3,2,DKI5
2016,60,30,36,125,15,125,O3,3,DKI5
2016,84,30,45,90,22,90,O3,2,DKI5
2016,94,31,52,73,12,94,PM10,2,DKI4
2016,61,30,41,74,11,74,O3,2,DKI5
2016,58,30,35,85,14,85,O3,2,DKI2
2016,64,31,43,85,14,85,O3,2,DKI5
2016,91,31,34,79,14,91,PM10,2,DKI4
2016,54,29,37,146,14,146,O3,3,DKI2
2016,86,40,84,74,23,86,PM10,2,DKI2
2016,65,30,44,69,17,69,O3,2,DKI2
2016,58,30,35,96,13,96,O3,2,DKI2
2016,62,33,52,64,13,64,O3,2,DKI5
2016,66,29,63,87,18,87,O3,2,DKI2
2016,58,29,23,69,13,69,O3,2,DKI4
2016,48,29,28,60,18,60,O3,2,DKI4
2016,51,30,31,57,17,57,O3,2,DKI4
2016,56,30,43,48,12,56,PM10,2,DKI3
2016,55,30,66,71,12,71,O3,2,DKI2
2016,42,29,35,69,9,69,O3,2,DKI2
2016,62,30,50,95,18,95,O3,2,DKI2
2016,61,31,40,62,19,62,O3,2,DKI4
2016,54,30,38,96,13,96,O3,2,DKI3
2016,54,30,45,58,14,58,O3,2,DKI3
2016,61,30,41,62,16,62,O3,2,DKI2
2016,54,30,31,41,7,54,PM10,2,DKI3
2016,56,30,32,137,11,137,O3,3,DKI5
2016,66,30,56,126,22,126,O3,3,DKI5
2016,69,30,52,203,22,203,O3,4,DKI2
2016,53,30,42,157,20,157,O3,3,DKI2
2016,73,30,37,136,15,136,O3,3,DKI2
2016,57,30,35,82,18,82,O3,2,DKI2
2016,52,30,41,100,13,100,O3,2,DKI2
2016,62,34,46,100,22,100,O3,2,DKI2
2016,63,30,56,72,24,72,O3,2,DKI5
2016,71,30,54,54,16,71,PM10,2,DKI1
2016,74,30,45,69,12,74,PM10,2,DKI4
2016,67,30,83,28,12,83,CO,2,DKI5
2016,53,30,32,62,10,62,O3,2,DKI3
2016,54,30,44,60,12,60,O3,2,DKI3
2016,63,38,42,122,8,122,O3,3,DKI3
2016,66,31,37,115,20,115,O3,3,DKI5
2016,58,31,35,80,11,80,O3,2,DKI3
2016,82,31,42,95,25,95,O3,2,DKI5
2016,81,31,42,105,17,105,O3,3,DKI2
2016,87,30,53,72,26,87,PM10,2,DKI1
2016,36,30,33,57,8,57,O3,2,DKI3
2016,55,31,50,145,15,145,O3,3,DKI5
2016,64,51,69,100,23,100,O3,2,DKI3
2016,51,30,39,133,11,133,O3,3,DKI3
2016,59,31,42,133,14,133,O3,3,DKI3
2016,59,31,38,120,13,120,O3,3,DKI2
2016,55,35,63,85,20,85,O3,2,DKI2
2016,53,34,42,101,10,101,O3,3,DKI2
2016,50,31,31,119,17,119,O3,3,DKI2
2016,51,30,30,59,16,59,O3,2,DKI3
2016,49,30,29,49,10,49,PM10,1,DKI2
2016,55,31,33,73,12,73,O3,2,DKI2
2016,64,32,37,126,16,126,O3,3,DKI2
2016,69,32,37,150,18,150,O3,3,DKI2
2016,128,33,65,172,21,172,O3,3,DKI5
2016,79,49,46,136,22,136,O3,3,DKI5
2016,66,31,41,75,25,75,O3,2,DKI2
2016,58,31,44,143,14,143,O3,3,DKI2
2016,59,33,36,116,17,116,O3,3,DKI2
2016,70,34,47,123,25,123,O3,3,DKI2
2016,59,43,60,93,16,93,O3,2,DKI2
2016,44,30,36,65,20,65,O3,2,DKI2
2016,55,31,51,120,14,120,O3,3,DKI3
2016,51,31,48,77,11,77,O3,2,DKI2
2016,55,31,52,139,19,139,O3,3,DKI3
2016,61,32,39,106,18,106,O3,3,DKI3
2016,74,39,43,73,15,74,PM10,2,DKI4
2016,59,32,56,81,18,81,O3,2,DKI5
2016,60,32,40,63,14,63,O3,2,DKI5
2016,61,31,40,65,15,65,O3,2,DKI2
2016,66,32,42,121,29,121,O3,3,DKI5
2016,66,31,32,148,21,148,O3,3,DKI2
2016,65,32,59,82,17,82,O3,2,DKI2
2016,51,32,31,41,8,51,PM10,2,DKI3
2016,75,34,39,86,12,86,O3,2,DKI3
2016,93,42,78,87,18,93,PM10,2,DKI4
2016,82,37,61,58,18,82,PM10,2,DKI4
2016,42,31,32,70,12,70,O3,2,DKI4
2016,66,33,35,60,20,66,PM10,2,DKI3
2016,65,31,36,64,16,65,PM10,2,DKI4
2016,43,31,25,43,5,43,PM10,1,DKI2
2016,25,31,29,34,8,34,O3,1,DKI2
2016,38,31,28,35,5,38,PM10,1,DKI1
2016,23,31,26,36,6,36,O3,1,DKI2
2016,29,31,28,42,7,42,O3,1,DKI3
2016,54,31,28,56,7,56,O3,2,DKI2
2016,61,32,35,74,8,74,O3,2,DKI3
2016,55,31,28,54,10,55,PM10,2,DKI3
2016,48,31,25,36,14,48,PM10,1,DKI4
2016,35,31,27,50,8,50,O3,1,DKI3
2016,32,31,33,54,9,54,O3,2,DKI2
2016,47,32,28,46,16,47,PM10,1,DKI4
2016,39,32,27,53,20,53,O3,2,DKI2
2016,45,31,53,33,12,53,CO,2,DKI5
2016,34,31,29,39,8,39,O3,1,DKI2
2016,34,30,25,40,11,40,O3,1,DKI2
2016,33,29,45,48,13,48,O3,1,DKI2
2016,28,29,25,37,12,37,O3,1,DKI2
2016,22,31,22,34,4,34,O3,1,DKI2
2016,23,32,23,37,5,37,O3,1,DKI2
2016,28,32,24,34,5,34,O3,1,DKI2
2016,22,31,28,34,5,34,O3,1,DKI3
2016,25,31,29,39,4,39,O3,1,DKI2
2016,30,31,29,42,5,42,O3,1,DKI2
2016,52,32,39,66,21,66,O3,2,DKI5
2016,29,31,34,54,17,54,O3,2,DKI5
2016,30,32,30,41,6,41,O3,1,DKI2
2016,37,32,33,41,7,41,O3,1,DKI3
2016,66,32,40,41,12,66,PM10,2,DKI3
2016,55,33,44,59,14,59,O3,2,DKI2
2017,73,34,38,61,11,73,PM10,2,DKI3
2017,39,32,33,44,15,44,O3,1,DKI5
2017,55,32,31,55,10,55,PM10,2,DKI2
2017,51,33,35,87,15,87,O3,2,DKI4
2017,54,32,35,68,12,68,O3,2,DKI3
2017,38,31,34,65,13,65,O3,2,DKI3
2017,48,32,34,67,20,67,O3,2,DKI4
2017,43,33,36,54,14,54,O3,2,DKI4
2017,38,32,34,68,11,68,O3,2,DKI3
2017,59,32,51,83,17,83,O3,2,DKI2
2017,49,32,43,65,20,65,O3,2,DKI2
2017,29,32,43,65,19,65,O3,2,DKI2
2017,29,32,27,29,5,32,SO2,1,DKI1
2017,23,31,23,29,6,31,SO2,1,DKI1
2017,29,32,25,42,7,42,O3,1,DKI2
2017,27,17,27,34,6,34,O3,1,DKI2
2017,20,29,30,48,14,48,O3,1,DKI2
2017,28,29,25,30,6,30,O3,1,DKI3
2017,24,29,24,29,3,29,SO2,1,DKI3
2017,27,30,24,30,6,30,SO2,1,DKI2
2017,53,32,25,55,10,55,O3,2,DKI3
2017,63,32,35,50,11,63,PM10,2,DKI4
2017,45,33,36,51,12,51,O3,2,DKI2
2017,33,28,30,34,15,34,O3,1,DKI2
2017,30,30,28,34,15,34,O3,1,DKI2
2017,39,32,28,53,13,53,O3,2,DKI3
2017,57,33,29,60,14,60,O3,2,DKI3
2017,41,31,28,49,10,49,O3,1,DKI2
2017,35,30,29,48,13,48,O3,1,DKI2
2017,39,31,28,54,9,54,O3,2,DKI3
2017,32,31,26,42,18,42,O3,1,DKI5
2017,41,32,29,44,12,44,O3,1,DKI3
2017,49,31,27,41,16,49,PM10,1,DKI1
2017,53,30,30,45,13,53,PM10,2,DKI1
2017,30,30,28,38,7,38,O3,1,DKI2
2017,23,28,26,37,5,37,O3,1,DKI1
2017,25,28,26,34,7,34,O3,1,DKI2
2017,39,28,34,33,8,39,PM10,1,DKI1
2017,28,31,30,33,12,33,O3,1,DKI3
2017,41,31,32,41,14,41,PM10,1,DKI1
2017,30,31,31,44,12,44,O3,1,DKI2
2017,32,31,36,45,11,45,O3,1,DKI3
2017,37,30,34,44,12,44,O3,1,DKI2
2017,43,31,36,56,13,56,O3,2,DKI3
2017,39,32,47,58,16,58,O3,2,DKI3
2017,29,32,36,54,12,54,O3,2,DKI5
2017,36,31,29,55,11,55,O3,2,DKI3
2017,61,29,48,50,15,61,PM10,2,DKI4
2017,68,29,45,36,13,68,PM10,2,DKI1
2017,78,31,80,47,11,80,CO,2,DKI5
2017,60,31,52,36,11,60,PM10,2,DKI3
2017,57,31,70,65,20,70,CO,2,DKI5
2017,58,34,40,130,21,130,O3,3,DKI2
2017,54,32,41,114,16,114,O3,3,DKI4
2017,74,40,50,106,21,106,O3,3,DKI3
2017,51,31,43,90,26,90,O3,2,DKI2
2017,59,31,44,123,14,123,O3,3,DKI3
2017,36,31,39,81,13,81,O3,2,DKI3
2017,64,31,46,98,16,98,O3,2,DKI3
2017,58,32,41,83,18,83,O3,2,DKI3
2017,64,35,44,75,18,75,O3,2,DKI3
2017,60,31,54,66,19,66,O3,2,DKI3
2017,43,31,43,112,12,112,O3,3,DKI3
2017,60,32,41,107,16,107,O3,3,DKI3
2017,52,32,38,63,12,63,O3,2,DKI3
2017,52,32,37,69,15,69,O3,2,DKI3
2017,40,32,40,84,26,84,O3,2,DKI1
2017,53,33,34,119,24,119,O3,3,DKI2
2017,77,52,51,81,22,81,O3,2,DKI3
2017,66,32,45,120,18,120,O3,3,DKI3
2017,75,32,48,84,17,84,O3,2,DKI3
2017,72,32,35,81,24,81,O3,2,DKI2
2017,71,34,33,74,25,74,O3,2,DKI2
2017,61,33,34,40,17,61,PM10,2,DKI3
2017,51,34,31,136,12,136,O3,3,DKI2
2017,94,38,40,99,24,99,O3,2,DKI5
2017,55,32,51,64,23,64,O3,2,DKI2
2017,51,32,46,84,20,84,O3,2,DKI2
2017,35,31,17,48,7,48,O3,1,DKI2
2017,51,31,23,40,12,51,PM10,2,DKI1
2017,47,40,40,53,23,53,O3,2,DKI3
2017,56,42,46,65,24,65,O3,2,DKI3
2017,88,50,93,125,19,125,O3,3,DKI3
2017,66,43,39,73,15,73,O3,2,DKI3
2017,66,54,61,54,11,66,PM10,2,DKI4
2017,52,47,39,83,20,83,O3,2,DKI3
2017,72,47,68,85,16,85,O3,2,DKI2
2017,57,50,53,77,11,77,O3,2,DKI2
2017,45,45,32,48,17,48,O3,1,DKI4
2017,31,38,26,34,8,38,SO2,1,DKI3
2017,48,43,28,110,10,110,O3,3,DKI2
2017,51,39,45,96,16,96,O3,2,DKI2
2017,37,41,37,61,24,61,O3,2,DKI4
2017,47,32,41,150,19,150,O3,3,DKI2
2017,53,33,38,51,15,53,PM10,2,DKI4
2017,33,33,26,28,6,33,PM10,1,DKI1
2017,40,33,17,57,14,57,O3,2,DKI1
2017,23,32,17,38,6,38,O3,1,DKI1
2017,30,33,21,31,13,33,SO2,1,DKI3
2017,65,35,42,113,21,113,O3,3,DKI2
2017,66,36,23,132,29,132,O3,3,DKI2
2017,52,34,26,110,17,110,O3,3,DKI3
2017,56,34,47,108,14,108,O3,3,DKI3
2017,55,34,33,81,21,81,O3,2,DKI3
2017,71,37,36,82,11,82,O3,2,DKI3
2017,73,34,53,91,26,91,O3,2,DKI3
2017,83,54,56,92,15,92,O3,2,DKI3
2017,84,35,62,113,22,113,O3,3,DKI2
2017,73,38,60,139,16,139,O3,3,DKI5
2017,65,45,57,140,20,140,O3,3,DKI2
2017,63,36,38,127,14,127,O3,3,DKI5
2017,71,34,57,88,20,88,O3,2,DKI3
2017,55,35,61,123,15,123,O3,3,DKI3
2017,70,36,39,95,19,95,O3,2,DKI3
2017,93,38,70,82,18,93,PM10,2,DKI4
2017,57,34,18,57,11,57,PM10,2,DKI4
2017,66,34,35,82,25,82,O3,2,DKI1
2017,56,35,28,88,24,88,O3,2,DKI2
2017,54,40,17,48,14,54,PM10,2,DKI4
2017,63,43,18,139,14,139,O3,3,DKI2
2017,68,43,20,104,17,104,O3,3,DKI5
2017,62,39,27,85,31,85,O3,2,DKI3
2017,62,41,34,112,18,112,O3,3,DKI3
2017,55,42,22,96,23,96,O3,2,DKI5
2017,56,42,23,94,16,94,O3,2,DKI3
2017,56,48,22,71,20,71,O3,2,DKI3
2017,53,40,26,74,15,74,O3,2,DKI3
2017,55,41,27,83,20,83,O3,2,DKI3
2017,69,42,30,77,20,77,O3,2,DKI3
2017,80,41,28,61,17,80,PM10,2,DKI4
2017,82,44,50,125,20,125,O3,3,DKI2
2017,87,42,50,117,19,117,O3,3,DKI3
2017,70,42,39,105,14,105,O3,3,DKI3
2017,71,41,38,92,22,92,O3,2,DKI3
2017,85,46,41,115,16,115,O3,3,DKI3
2017,88,44,41,108,15,108,O3,3,DKI3
2017,102,44,46,93,19,102,PM10,3,DKI4
2017,76,42,37,124,13,124,O3,3,DKI5
2017,97,44,61,126,18,126,O3,3,DKI5
2017,91,44,49,111,17,111,O3,3,DKI3
2017,80,46,33,89,15,89,O3,2,DKI3
2017,65,45,36,98,13,98,O3,2,DKI3
2017,70,44,36,109,16,109,O3,3,DKI5
2017,82,44,40,102,16,102,O3,3,DKI3
2017,95,44,38,91,17,95,PM10,2,DKI4
2017,83,45,46,151,14,151,O3,3,DKI2
2017,107,46,44,164,18,164,O3,3,DKI3
2017,63,46,33,79,13,79,O3,2,DKI3
2017,63,43,34,62,10,63,PM10,2,DKI4
2017,62,48,40,52,15,62,PM10,2,DKI4
2017,56,45,31,56,15,56,PM10,2,DKI1
2017,41,41,29,37,11,41,PM10,1,DKI1
2017,61,43,43,79,15,79,O3,2,DKI3
2017,81,45,43,105,11,105,O3,3,DKI3
2017,80,47,41,95,17,95,O3,2,DKI3
2017,82,50,45,98,17,98,O3,2,DKI3
2017,53,44,37,84,15,84,O3,2,DKI3
2017,60,48,36,95,14,95,O3,2,DKI3
2017,68,49,32,59,16,68,PM10,2,DKI4
2017,69,47,32,75,16,75,O3,2,DKI3
2017,73,46,38,86,16,86,O3,2,DKI3
2017,104,46,41,78,16,104,PM10,3,DKI3
2017,67,47,33,79,14,79,O3,2,DKI3
2017,84,46,46,90,17,90,O3,2,DKI5
2017,55,44,34,96,19,96,O3,2,DKI3
2017,74,47,35,72,14,74,PM10,2,DKI4
2017,74,47,38,46,15,74,PM10,2,DKI4
2017,67,48,31,85,16,85,O3,2,DKI3
2017,55,44,38,93,14,93,O3,2,DKI2
2017,65,47,35,120,15,120,O3,3,DKI2
2017,66,49,37,140,14,140,O3,3,DKI2
2017,78,48,51,83,15,83,O3,2,DKI3
2017,91,48,73,71,22,91,PM10,2,DKI4
2017,109,46,47,70,17,109,PM10,3,DKI4
2017,60,46,33,48,9,60,PM10,2,DKI4
2017,66,47,56,49,10,66,PM10,2,DKI4
2017,23,44,26,43,4,44,SO2,1,DKI4
2017,20,44,24,51,5,51,O3,2,DKI3
2017,57,44,53,68,14,68,O3,2,DKI3
2017,42,44,30,73,10,73,O3,2,DKI3
2017,29,44,25,63,6,63,O3,2,DKI2
2017,41,44,42,69,12,69,O3,2,DKI3
2017,57,47,28,62,10,62,O3,2,DKI3
2017,51,46,28,60,10,60,O3,2,DKI3
2017,65,47,31,85,11,85,O3,2,DKI3
2017,70,47,29,86,14,86,O3,2,DKI5
2017,59,49,33,93,18,93,O3,2,DKI3
2017,118,49,45,143,18,143,O3,3,DKI2
2017,98,48,70,108,25,108,O3,3,DKI2
2017,62,47,33,93,11,93,O3,2,DKI5
2017,48,47,33,73,11,73,O3,2,DKI2
2017,61,50,19,74,17,74,O3,2,DKI3
2017,53,50,19,92,16,92,O3,2,DKI2
2017,57,50,39,123,18,123,O3,3,DKI3
2017,78,51,39,143,15,143,O3,3,DKI3
